POST_TEXT,IMAGE,SOCIAL_COUNT,SOCIAL_COMMENTS
"As a self-employed person, you must realise that work is work.

No matter how passionate you may be about your work, it will be uninteresting and stressful at times. A lot of times.

Push through and finish the work asap anyway. That’s your responsibility towards yourself.

#ShreyaWrites

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,888,70 comments
"19,000+ words; 128 pages; 3 free bonuses… Creating Ca$hing In on LinkedIn has been a wonderful adventure! And a rather personal one too…

After all, where I am now and what I have built now… it all goes back to, and starts from, LinkedIn.

LinkedIn was the first platform where I published my work non-anonymously; the first platform where I was known as a writer; the first platform where I found my clients.

In the last 3 years, LinkedIn led me to achieving incredible, life-changing things that I am immensely grateful for:

🔹 Making 6-figures USD from my dorm room as a full-time undergraduate student

🔹 Graduating early from university & starting my own agency (still don't have my degree certificate by the way, and have never needed one to run my business)

🔹Building an audience of 200,000+ across various platforms

🔹 Writing 4 ebooks and selling 1000s of copies of my ebooks to readers worldwide

🔹 Helping 1000s of freelancers beat the low industry “rates & expectations”…

Naturally, with every chapter I drafted,
Every strategy I shared, and
Every post screenshot I added to the ebook,
I looked back upon the 3 years I’ve spent creating content and building an audience on LinkedIn.

It’s been a long journey, but I couldn’t be more grateful for where it has led me.

I’m so excited that an ebook so informative and yet so personal is NOW OUT for you to read!!! 🤩

And yes, the long, amazing reviews you all are sending in… they make all of this so much more worth it.

Thank you all for being a part of my journey, and I hope you enjoy Ca$hing In on LinkedIn! ❤️

#ShreyaWrites

[Order your copy now & get instant access to the ebook and 3 bonuses — link in comments!]

#linkedin #linkedinguide #linkedinebook #linkedintips #linkedinprofile #linkedinmarketing #linkedinexpert #contentwriter #contentwriting

[P.S. DM for UPI payment options]
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,565,59 comments
"🤩 19,000+ words

🤯 128 pages

😍 20+ engagement templates

🤩 45-min video analysis of my top Linkedin posts

🥳 Access to monthly live Q&A session

My first LinkedIn guide and longest ebook yet is now yours to read!

Check your inboxes ASAP or order your copy now 👇🏻

gumroad.com/l/linkedincash

#ShreyaWrites

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,123,8 comments
"Hellooo everyone!

Join me & more awesome creators for Puzzl's virtual global event on 5th December!

I'm giving a talk on how to conduct sales calls… something I’ve never done a webinar about before!

Sign up here for $0: https://lu.ma/puzzl2021

#ShreyaWrites

[You can sign up even if the timings are too early or late as per your timezone... as long as you register, you will receive the recorded version!]

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,265,17 comments
"""Sure Shreya, that sounds good!""

""I understand your concern, Shreya. Here's what we can do...""

""Thank you for your time, Shreya""

Use people's names in a conversation with them.

It's a superb way of instantly bonding with them and making them feel heard & appreciated.

#ShreyaWrites

P.S. Check the link in the comments

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,664,56 comments
"What's worse than having 5000 followers and getting 20 likes per post?

Having 50,000 followers and getting only 50 likes per post.

It's time to fix your LinkedIn content, up your engagement & start monetising your audience

👇 Preorder my new ebook now 👇

[Link in comments]

#ShreyaWrites

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,196,17 comments
"Shreya’s Ebook Test - Do I have an ebook that answers your doubts and questions? 🤔

Let’s find out!

Ask me a question about:

💰 Freelancing
✍🏻 Content creation
🔹 LinkedIn,

and I’ll share which ebook of mine covers the topic best (or doesn’t.)

#ShreyaWrites

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,167,33 comments
"🚨 EBOOK #4 AVAILABLE FOR PREORDER NOW!!! 🚨

👇🏻Grab a copy here before the prices go up👇🏻

gumroad.com/l/linkedcash

#ShreyaWrites
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,84,7 comments
"The right mindset can:

• Make freelancing 10x easier
• Make you 10x richer
• Help you achieve 10x your goals
• Bring you happiness & satisfaction

So identify your mental strengths and weaknesses, and improve upon your mindset.

#ShreyaWrites

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,593,37 comments
"🚨🚨🚨

If you joined the waitlist for my LinkedIn Guide, check your inbox now!!! 🤩

#ShreyaWrites

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,92,4 comments
"What you think you're getting paid for:

• Your words

What you're actually getting paid for:

• Marketing & lead generation
• Emails & follow-ups
• Research work
• Writing
• Editing
• Proofreading
• Value of the content
• Client communication

Charge like it.

#ShreyaWrites

P.S. Last chance to join the waitlist for my upcoming LinkedIn ebook: https://lnkd.in/dNrTtjh 🧨 Preorders start tomorrow!

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,502,37 comments
"I’ve done a lot of crazy things in life…

But never have I ever wished someone a “Happy Diwali” with an image featuring my brand name, logo, website, and discount codes 👀🤣

Happy Diwali! 🪔😊

#ShreyaWrites

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,617,42 comments
"Never ever get into online feuds. It doesn’t matter if you’re right or wrong; it will pull you down either way.

#ShreyaWrites

You’ll probably learn this the hard way

But if you haven’t experienced that hardship yet, take this post seriously and be wiser.

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,368,31 comments
"Be selfish with your hard work… so you can be selfless with the results.

#ShreyaWrites

#content #writer #contentwriter",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,659,45 comments
"What’s one thing you’re looking forward to doing before the end of the year?

#ShreyaWrites",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,277,105 comments
"• Prioritise lead generation

• Be damn good at your service

• Increase your rates regularly

• Create service ""packages""

• Take freelancing seriously & be disciplined towards it.

Your success as a freelancer is dependent 100% on YOU.

#ShreyaWrites

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,585,48 comments
"Over 303 MILLION people are active on LinkedIn every month

They all need some form of:

LinkedIn marketing & optimisation
Email marketing
Content creation
Lead generation
Consultation

Lots of opportunity and money here. Make it count.

#ShreyaWrites

[If you’re a Founder or Coach looking for help with building a personal brand on LinkedIn, DM me to book a call!]

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,382,27 comments
"When you realise $10K a month is not 20 x $500 clients,

But rather more like 5 x $2000 clients,

Or even 2 x $5000 clients,

$10K months won't seem so unachievable to you.

#ShreyaWrites

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,810,63 comments
"$500-$1000 laptop

+

$10-a-month wifi

=
———————————
Over $100K-a-year potential

Wild.

#ShreyaWrites

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,459,77 comments
"Your engagement rate might be low tonight. It’s not the algorithm, it’s India vs Pak.

#ShreyaWrites",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,799,46 comments
"Freelancing is simple

Things you need:
1. A skill
2. A laptop
3. Internet connection

Things you don't need:
1. Capital investment
2. Office space
3. Website/logo/branding

Don't complicate it. You can literally make your first $ in the next 24 hrs.

#ShreyaWrites

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,"1,233",131 comments
"""You don't have the business acumen""

""You just don't have what it takes""

""You might be making money now, but you're not really smart""

Who cares? Ignore all that.

You’re doing something for yourself
You’re building something for yourself
You’re doing what you enjoy doing
You're making money online.

You're already winning.

People's opinion of you is irrelevant.
Do your thing.

#ShreyaWrites

Happy Saturday!

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,390,52 comments
"You want popcorn 🍿

You go to the shop and ask, “What’s the price per popcorn? I want 80 pieces”

Now does the popcorn guy give you a price per popcorn?

No, he says “$5 for a tub 🍿”

Insist all you want. Go ahead and say,

>> “I only pay by the popcorn”

>> “$5 for 100 popcorn pieces… so $0.05 per popcorn…?”

>> “If you don’t give a per-popcorn rate, I’ll buy it from someone else”

Doesn’t matter.
The popcorn guy will stand by “$5 for a tub 🍿”

Now do you understand how to deal with prospects who insist on a price per word?

#ShreyaWrites

Psst… this works the other way round too:

The customer asks you for a tub of popcorn 🍿

You say, “Okay, so that’s $0.05 a piece… how many pieces do you want?”

The customer’s gonna give you this look 🧐😟😡 and walk out.

Lesson? Stop pricing your popcorn by the piece!

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,436,54 comments
